"sex","height","weight","bmi"
"Male",169,75.6,26.5
"Male",179,87.4,27.3
"Male",179,86.6,27
"Male",187,95.2,27.2
"Male",163,79.4,29.9
"Male",172,82.6,27.9
"Male",182,91.7,27.7
"Male",175,87.4,28.5
"Male",173,79.9,26.7
"Male",162,73,27.8
"Male",170,86.7,30
"Male",175,85.1,27.8
"Male",172,71.8,24.3
"Male",161,65,25.1
"Male",171,84.7,29
"Male",163,75.6,28.5
"Male",188,98.8,28
"Male",181,90.2,27.5
"Male",179,93.6,29.2
"Male",177,85,27.1
"Male",158,63.1,25.3
"Male",181,94.9,29
"Male",180,90.5,27.9
"Male",162,71,27.1
"Male",169,81.3,28.5
"Male",170,77,26.6
"Male",185,86.3,25.2
"Male",161,64,24.7
"Male",181,83.9,25.6
"Male",164,71.4,26.5
"Male",169,80.4,28.2
"Male",171,76.6,26.2
"Male",181,93.1,28.4
"Male",169,77.6,27.2
"Male",182,91.7,27.7
"Male",173,83.6,27.9
"Male",172,82,27.7
"Male",173,73.5,24.6
"Male",165,74.9,27.5
"Male",174,85,28.1
"Male",173,81.1,27.1
"Male",195,103.1,27.1
"Male",167,74,26.5
"Male",179,84,26.2
"Male",174,84.4,27.9
"Male",177,85.2,27.2
"Male",182,87.5,26.4
"Male",156,69.6,28.6
"Male",178,89.5,28.2
"Male",193,104.9,28.2
"Male",167,66.2,23.7
"Male",171,90.2,30.8
"Male",179,92.3,28.8
"Male",169,73.5,25.7
"Male",172,87,29.4
"Male",192,106.7,28.9
"Male",156,61.5,25.3
"Male",151,61.9,27.1
"Male",169,84.4,29.6
"Male",181,89.8,27.4
"Male",177,87.3,27.9
"Male",171,82.8,28.3
"Male",187,102.2,29.2
"Male",179,85.1,26.6
"Male",165,62.9,23.1
"Male",174,80,26.4
"Male",165,71.5,26.3
"Male",181,87.2,26.6
"Male",160,69.6,27.2
"Male",167,69.4,24.9
"Male",185,91.9,26.9
"Male",168,77.5,27.5
"Male",179,93.5,29.2
"Male",165,60.6,22.3
"Male",167,79.2,28.4
"Male",164,69.5,25.8
"Male",170,78.8,27.3
"Male",178,89,28.1
"Male",165,67.6,24.8
"Male",171,82.4,28.2
"Male",183,86.6,25.9
"Male",174,87.2,28.8
"Male",180,91.6,28.3
"Male",164,72.9,27.1
"Male",175,79.1,25.8
"Male",170,78.8,27.3
"Male",171,80.7,27.6
"Male",177,90.7,29
"Male",175,82,26.8
"Male",178,85.9,27.1
"Male",158,67.8,27.2
"Male",179,83.9,26.2
"Male",162,63.2,24.1
"Male",187,90.7,25.9
"Male",182,90.3,27.3
"Male",178,82.9,26.2
"Male",169,70.7,24.8
"Male",180,89.7,27.7
"Male",173,87.6,29.3
"Male",175,80.9,26.4
"Male",181,87.9,26.8
"Male",175,80.9,26.4
"Male",181,83.7,25.5
"Male",189,94.9,26.6
"Male",176,81.2,26.2
"Male",181,93.5,28.5
"Male",182,93.4,28.2
"Male",182,90.9,27.4
"Male",179,88.1,27.5
"Male",169,75.3,26.4
"Male",189,91.6,25.6
"Male",183,93.5,27.9
"Male",186,94,27.2
"Male",177,82.2,26.2
"Male",185,100.6,29.4
"Male",167,72.7,26.1
"Male",173,79.4,26.5
"Male",178,87.5,27.6
"Male",180,96.9,29.9
"Male",168,81.5,28.9
"Male",169,70.1,24.5
"Male",189,98.2,27.5
"Male",162,73.6,28
"Male",178,84.8,26.8
"Male",193,103.1,27.7
"Male",174,84.1,27.8
"Male",180,94.1,29
"Male",173,83.9,28
"Male",184,97.8,28.9
"Male",171,71.9,24.6
"Male",176,88.2,28.5
"Male",174,83,27.4
"Male",174,89,29.4
"Male",175,81.8,26.7
"Male",179,84.1,26.2
"Male",165,77.4,28.4
"Male",185,93.1,27.2
"Male",175,82.8,27
"Male",175,90.7,29.6
"Male",191,100.4,27.5
"Male",160,54.1,21.1
"Male",164,77,28.6
"Male",176,82.5,26.6
"Male",170,80.9,28
"Male",164,80.2,29.8
"Male",178,87.9,27.7
"Male",171,70.2,24
"Male",172,76,25.7
"Male",178,90.1,28.4
"Male",171,90.3,30.9
"Male",172,79.5,26.9
"Male",181,89,27.2
"Male",180,86.7,26.8
"Male",170,78.6,27.2
"Male",169,78.4,27.5
"Male",187,95.4,27.3
"Male",176,83.4,26.9
"Male",175,78.9,25.8
"Male",182,94,28.4
"Male",186,94.2,27.2
"Male",177,85,27.1
"Male",171,86.3,29.5
"Male",175,90.1,29.4
"Male",185,100.2,29.3
"Male",180,91.7,28.3
"Male",175,82.3,26.9
"Male",179,91,28.4
"Male",175,86.6,28.3
"Male",169,73.9,25.9
"Male",175,80.3,26.2
"Male",174,81.8,27
"Male",189,105.3,29.5
"Male",175,90.2,29.5
"Male",186,94.4,27.3
"Male",178,84.2,26.6
"Male",189,95.3,26.7
"Male",172,89.3,30.2
"Male",169,73.8,25.8
"Male",175,92.7,30.3
"Male",173,78.2,26.1
"Male",175,94.9,31
"Male",180,91.4,28.2
"Male",180,91.4,28.2
"Male",176,76.1,24.6
"Male",174,86.6,28.6
"Male",173,81.3,27.2
"Male",183,92.3,27.6
"Male",180,89,27.5
"Male",175,85.3,27.9
"Male",175,76.4,24.9
"Male",170,77.4,26.8
"Male",157,65.7,26.7
"Male",161,62.7,24.2
"Male",165,67.5,24.8
"Male",185,92.6,27.1
"Male",178,93.2,29.4
"Male",168,76.7,27.2
"Male",169,79.2,27.7
"Male",158,65.6,26.3
"Male",177,88.2,28.2
"Male",186,104.6,30.2
"Male",179,87.8,27.4
"Male",184,90.4,26.7
"Male",176,80.9,26.1
"Male",168,76,26.9
"Male",164,68,25.3
"Male",174,74.8,24.7
"Male",175,87.3,28.5
"Male",165,79.1,29.1
"Male",182,94,28.4
"Male",186,88.9,25.7
"Male",166,69.9,25.4
"Male",177,82.3,26.3
"Male",183,92.3,27.6
"Male",178,88.2,27.8
"Male",176,89.5,28.9
"Male",174,87.4,28.9
"Male",188,96.3,27.2
"Male",171,85.7,29.3
"Male",185,98.5,28.8
"Male",175,83.7,27.3
"Male",175,88.8,29
"Male",174,77,25.4
"Male",155,55.6,23.1
"Male",177,75.2,24
"Male",181,90.1,27.5
"Male",182,82.6,24.9
"Male",173,77.3,25.8
"Male",165,71.3,26.2
"Male",169,80.1,28
"Male",171,74.9,25.6
"Male",159,74.4,29.4
"Male",178,80.1,25.3
"Male",176,80.5,26
"Male",167,66.4,23.8
"Male",175,85.4,27.9
"Male",165,73.6,27
"Male",180,92,28.4
"Male",162,66.3,25.3
"Male",168,77.2,27.4
"Male",164,74.8,27.8
"Male",183,85.5,25.5
"Male",186,92.4,26.7
"Male",168,72.7,25.8
"Male",180,87.1,26.9
"Male",166,80.3,29.1
"Male",168,73.3,26
"Male",168,83.2,29.5
"Male",171,71.7,24.5
"Male",168,73.7,26.1
"Male",153,57.4,24.5
"Male",174,77.6,25.6
"Male",170,82.3,28.5
"Male",171,84,28.7
"Male",169,74.8,26.2
"Male",171,78.7,26.9
"Male",176,82.9,26.8
"Male",176,88.1,28.4
"Male",182,94.5,28.5
"Male",179,89.2,27.8
"Male",174,89.7,29.6
"Male",172,86.9,29.4
"Male",179,78.9,24.6
"Male",190,97.6,27
"Male",170,84.9,29.4
"Male",172,88.2,29.8
"Male",175,87.7,28.6
"Male",176,85.2,27.5
"Male",166,80.9,29.4
"Male",182,79.1,23.9
"Male",171,80.1,27.4
"Male",184,96.8,28.6
"Male",183,87.5,26.1
"Male",181,88.2,26.9
"Male",176,78.6,25.4
"Male",180,85.6,26.4
"Male",166,65.1,23.6
"Male",159,62.3,24.6
"Male",173,83.2,27.8
"Male",168,83,29.4
"Male",175,86.9,28.4
"Male",181,89.8,27.4
"Male",172,78.8,26.6
"Male",166,76,27.6
"Male",181,94.9,29
"Male",184,92.8,27.4
"Male",180,90.7,28
"Male",178,87.2,27.5
"Male",183,91.1,27.2
"Male",178,91.4,28.8
"Male",178,85.1,26.9
"Male",176,83.7,27
"Male",174,87,28.7
"Male",185,88.1,25.7
"Male",178,94.2,29.7
"Male",187,99.2,28.4
"Male",178,90.8,28.7
"Male",186,101.3,29.3
"Male",174,83.5,27.6
"Male",178,95.2,30
"Male",174,89.1,29.4
"Male",164,72.6,27
"Male",165,72.2,26.5
"Male",177,86,27.5
"Male",177,90.4,28.9
"Male",178,82.2,25.9
"Male",171,81,27.7
"Male",179,85.8,26.8
"Male",173,82.2,27.5
"Male",176,81.2,26.2
"Male",173,78.6,26.3
"Male",170,87.9,30.4
"Male",179,88.4,27.6
"Male",176,86.2,27.8
"Male",178,85.4,27
"Male",175,85.6,28
"Male",166,70.4,25.5
"Male",171,78,26.7
"Male",165,70.1,25.7
"Male",176,86.7,28
"Male",175,82.6,27
"Male",167,79.8,28.6
"Male",167,76.1,27.3
"Male",172,70.8,23.9
"Male",165,66.7,24.5
"Male",168,71,25.2
"Male",181,87.9,26.8
"Male",179,97.7,30.5
"Male",173,81.4,27.2
"Male",184,92.2,27.2
"Male",190,105.3,29.2
"Male",188,94.2,26.7
"Male",178,83.6,26.4
"Male",174,78.3,25.9
"Male",166,71.2,25.8
"Male",171,84.3,28.8
"Male",167,79.5,28.5
"Male",188,98.6,27.9
"Male",174,87.9,29
"Male",181,81.4,24.8
"Male",176,79.5,25.7
"Male",166,77.5,28.1
"Male",170,80.2,27.8
"Male",182,93.4,28.2
"Male",173,77.9,26
"Male",178,84.2,26.6
"Male",195,96,25.2
"Male",162,75.3,28.7
"Male",161,78,30.1
"Male",171,71.8,24.6
"Male",175,82.5,26.9
"Male",179,98.1,30.6
"Male",178,80.1,25.3
"Male",173,84.5,28.2
"Male",165,79.2,29.1
"Male",164,61.6,22.9
"Male",174,86.6,28.6
"Male",167,74.4,26.7
"Male",183,94.4,28.2
"Male",169,78.9,27.6
"Male",173,83.8,28
"Male",185,99.1,29
"Male",173,79.4,26.5
"Male",174,84.8,28
"Male",166,72.5,26.3
"Male",181,93.3,28.5
"Male",188,99.4,28.1
"Male",167,74.9,26.9
"Male",186,89.2,25.8
"Male",180,85.9,26.5
"Male",167,77.1,27.6
"Male",177,82.9,26.5
"Male",191,103.2,28.3
"Male",183,92.5,27.6
"Male",187,97.2,27.8
"Male",166,80.9,29.4
"Male",172,80.8,27.3
"Male",173,81.3,27.2
"Male",169,83.1,29.1
"Male",186,94.7,27.4
"Male",178,87.1,27.5
"Male",185,96.9,28.3
"Male",175,79.6,26
"Male",176,83.1,26.8
"Male",158,69.3,27.8
"Male",173,82.9,27.7
"Male",167,77.7,27.9
"Male",179,84.2,26.3
"Male",184,92.8,27.4
"Male",181,86.6,26.4
"Male",173,88.3,29.5
"Male",185,91.7,26.8
"Male",172,82.7,28
"Male",174,85.3,28.2
"Male",169,77.9,27.3
"Male",173,78.5,26.2
"Male",183,95.7,28.6
"Male",182,91.1,27.5
"Male",181,95.3,29.1
"Male",168,79.7,28.2
"Male",180,84.6,26.1
"Male",181,93.5,28.5
"Male",177,84.7,27
"Male",166,79.6,28.9
"Male",174,86.7,28.6
"Male",184,95.9,28.3
"Male",161,64.5,24.9
"Male",180,93.4,28.8
"Male",167,74,26.5
"Male",166,68.9,25
"Male",165,64.7,23.8
"Male",178,84.6,26.7
"Male",171,77.1,26.4
"Male",161,74.6,28.8
"Male",179,81.8,25.5
"Male",182,87.6,26.4
"Male",170,80,27.7
"Male",162,72.6,27.7
"Male",172,81.8,27.7
"Male",166,84.1,30.5
"Male",182,93.1,28.1
"Male",183,93.5,27.9
"Male",184,95.3,28.1
"Male",186,97.8,28.3
"Male",178,82.4,26
"Male",164,73.4,27.3
"Male",179,89.7,28
"Male",174,81.5,26.9
"Male",172,84.4,28.5
"Male",184,87.2,25.8
"Male",171,81.3,27.8
"Male",193,107.8,28.9
"Male",162,69.2,26.4
"Male",175,89.1,29.1
"Male",165,78.3,28.8
"Male",183,91.8,27.4
"Male",170,87.9,30.4
"Male",179,84.8,26.5
"Male",171,81.5,27.9
"Male",167,76,27.3
"Male",187,105.6,30.2
"Male",173,77.9,26
"Male",167,81.6,29.3
"Male",167,74.2,26.6
"Male",182,86.6,26.1
"Male",187,93.2,26.7
"Male",163,66.8,25.1
"Male",173,90.5,30.2
"Male",189,100,28
"Male",177,93.6,29.9
"Male",181,94.9,29
"Male",186,103.7,30
"Male",183,93.2,27.8
"Male",162,76.1,29
"Male",184,87.8,25.9
"Male",179,85.5,26.7
"Male",180,97.5,30.1
"Male",183,90,26.9
"Male",173,80.8,27
"Male",175,86,28.1
"Male",168,81.7,28.9
"Male",166,68,24.7
"Male",174,82.1,27.1
"Male",167,77.2,27.7
"Male",175,81.1,26.5
"Male",174,82.3,27.2
"Male",176,88.1,28.4
"Male",179,92.2,28.8
"Male",185,99.4,29
"Male",176,82.5,26.6
"Male",174,84.4,27.9
"Male",182,91.5,27.6
"Male",175,79.6,26
"Male",185,85.5,25
"Male",181,98.6,30.1
"Male",179,96,30
"Male",180,89.4,27.6
"Male",174,84.7,28
"Male",157,63.5,25.8
"Male",175,85.1,27.8
"Male",187,93.1,26.6
"Male",169,81.3,28.5
"Male",179,94.6,29.5
"Male",184,96.1,28.4
"Male",187,103.6,29.6
"Male",173,77.5,25.9
"Male",174,84.5,27.9
"Male",188,104,29.4
"Male",169,80.2,28.1
"Male",189,109.3,30.6
"Male",172,78.3,26.5
"Male",163,70.5,26.5
"Male",169,77.3,27.1
"Male",176,88.3,28.5
"Male",178,86.2,27.2
"Male",189,103,28.8
"Male",174,79.7,26.3
"Male",177,84.8,27.1
"Male",170,83,28.7
"Male",181,88.4,27
"Male",170,75.9,26.3
"Male",186,94.6,27.3
"Male",169,77.1,27
"Male",172,74.5,25.2
"Male",179,88.9,27.7
"Male",181,93.3,28.5
"Male",184,96.2,28.4
"Male",175,87.9,28.7
"Male",171,74.9,25.6
"Male",178,86.1,27.2
"Male",174,85.8,28.3
"Male",173,77.1,25.8
"Male",193,101.7,27.3
"Male",183,95.7,28.6
"Male",174,84.2,27.8
"Male",184,94.5,27.9
"Male",172,75.5,25.5
"Male",178,79.1,25
"Male",183,98.1,29.3
"Male",177,85.2,27.2
"Male",180,91.1,28.1
"Male",180,82.4,25.4
"Male",173,85.9,28.7
"Male",186,92.3,26.7
"Male",191,99.1,27.2
"Male",184,93.1,27.5
"Male",168,80,28.3
"Male",157,71,28.8
"Male",183,90.6,27.1
"Male",159,67.5,26.7
"Male",173,84.6,28.3
"Male",177,91.4,29.2
"Male",160,68.3,26.7
"Male",181,89.6,27.3
"Male",171,85.1,29.1
"Male",172,87.2,29.5
"Male",176,79.5,25.7
"Male",175,91.5,29.9
"Male",170,92.3,31.9
"Male",171,85,29.1
"Male",172,79.1,26.7
"Male",174,81.6,27
"Male",182,89.8,27.1
"Male",186,95.5,27.6
"Male",176,76.9,24.8
"Male",182,99.9,30.2
"Male",167,77.7,27.9
"Male",185,94.5,27.6
"Male",171,80.8,27.6
"Male",180,87.2,26.9
"Male",178,85.7,27
"Male",167,80.8,29
"Male",180,83.7,25.8
"Male",182,89.8,27.1
"Male",178,83.8,26.4
"Male",171,79.8,27.3
"Male",165,63.7,23.4
"Male",175,85.1,27.8
"Male",180,83.7,25.8
"Male",180,86.5,26.7
"Male",173,80.3,26.8
"Male",177,84.5,27
"Male",161,72.8,28.1
"Male",169,74.4,26
"Male",180,87,26.9
"Male",171,82.3,28.1
"Male",179,102.4,32
"Male",176,89,28.7
"Male",175,84.8,27.7
"Male",181,89.2,27.2
"Male",191,99.4,27.2
"Male",174,79,26.1
"Male",170,72,24.9
"Male",179,84.4,26.3
"Male",170,72.5,25.1
"Male",172,81.1,27.4
"Male",185,91.3,26.7
"Male",184,79.5,23.5
"Male",179,86.1,26.9
"Male",174,86.3,28.5
"Male",173,87.3,29.2
"Male",161,62,23.9
"Male",162,73.3,27.9
"Male",177,88.6,28.3
"Male",176,88.3,28.5
"Male",180,81,25
"Male",179,89,27.8
"Male",176,81.4,26.3
"Male",175,85.1,27.8
"Male",184,92.9,27.4
"Male",174,88.3,29.2
"Male",182,89.2,26.9
"Male",185,91,26.6
"Male",175,84.6,27.6
"Male",179,90.9,28.4
"Male",179,95.1,29.7
"Male",155,57.1,23.8
"Male",180,92.8,28.6
"Male",172,87.3,29.5
"Male",184,101.9,30.1
"Male",178,90.1,28.4
"Male",166,73.8,26.8
"Male",176,85,27.4
"Male",179,85.6,26.7
"Male",176,91,29.4
"Male",175,88.1,28.8
"Male",167,85.4,30.6
"Male",178,79.9,25.2
"Male",189,99.1,27.7
"Male",187,101.2,28.9
"Male",175,81.9,26.7
"Male",176,86.8,28
"Male",183,95.5,28.5
"Male",176,89.1,28.8
"Male",176,93.5,30.2
"Male",164,76,28.3
"Male",177,85.1,27.2
"Male",183,92.1,27.5
"Male",181,93.2,28.4
"Male",175,84.7,27.7
"Male",179,94.1,29.4
"Male",182,91.4,27.6
"Male",183,92,27.5
"Male",163,69.8,26.3
"Male",173,73.7,24.6
"Male",181,87.5,26.7
"Male",173,84.5,28.2
"Male",173,81.3,27.2
"Male",168,72.1,25.5
"Male",164,80.4,29.9
"Male",164,73.3,27.3
"Male",171,72,24.6
"Male",183,83.8,25
"Male",173,75.9,25.4
"Male",177,84.8,27.1
"Male",182,89,26.9
"Male",173,78.3,26.2
"Male",174,93.4,30.8
"Male",176,87.1,28.1
"Male",160,63.2,24.7
"Male",162,76.7,29.2
"Male",182,85.8,25.9
"Male",179,91.4,28.5
"Male",179,88,27.5
"Male",174,76.3,25.2
"Male",180,84.4,26
"Male",181,93.7,28.6
"Male",178,84.4,26.6
"Male",155,63.6,26.5
"Male",182,90.7,27.4
"Male",181,89.5,27.3
"Male",181,94.2,28.8
"Male",179,82.9,25.9
"Male",184,98,28.9
"Male",172,76.1,25.7
"Male",172,81.7,27.6
"Male",182,86.4,26.1
"Male",185,89.1,26
"Male",179,85.5,26.7
"Male",186,98.5,28.5
"Male",179,89.4,27.9
"Male",174,80.2,26.5
"Male",159,65.5,25.9
"Male",176,99.3,32.1
"Male",183,92.5,27.6
"Male",183,93.4,27.9
"Male",185,92.7,27.1
"Male",172,80.9,27.3
"Male",178,90.8,28.7
"Male",174,78.8,26
"Male",182,92.1,27.8
"Male",166,66.2,24
"Male",165,75.4,27.7
"Male",174,90.9,30
"Male",192,100.8,27.3
"Male",179,98.7,30.8
"Male",180,88.6,27.3
"Male",171,80.8,27.6
"Male",171,84.5,28.9
"Male",184,92.7,27.4
"Male",172,77.9,26.3
"Male",182,90.8,27.4
"Male",155,69.1,28.8
"Male",173,82.3,27.5
"Male",174,79.8,26.4
"Male",172,84.2,28.5
"Male",184,93.7,27.7
"Male",176,85,27.4
"Male",177,90.8,29
"Male",170,81.9,28.3
"Male",173,85.2,28.5
"Male",188,93.2,26.4
"Male",179,90.3,28.2
"Male",174,85.2,28.1
"Male",191,113.5,31.1
"Male",168,83.5,29.6
"Male",172,84.9,28.7
"Male",153,60.3,25.8
"Male",180,87.9,27.1
"Male",165,75.2,27.6
"Male",168,81.9,29
"Male",175,87,28.4
"Male",171,84.3,28.8
"Male",176,94.9,30.6
"Male",177,83.3,26.6
"Male",173,92.2,30.8
"Male",180,86.6,26.7
"Male",173,86.6,28.9
"Male",167,77.2,27.7
"Male",179,88.5,27.6
"Male",175,89.2,29.1
"Male",172,75.3,25.5
"Male",162,71.4,27.2
"Male",177,91.4,29.2
"Male",177,85.4,27.3
"Male",178,83.5,26.4
"Male",173,74.3,24.8
"Male",183,94,28.1
"Male",186,95.8,27.7
"Male",188,93.7,26.5
"Male",170,77.8,26.9
"Male",167,75.6,27.1
"Male",162,71.4,27.2
"Male",172,86.1,29.1
"Male",173,82.9,27.7
"Male",169,74.7,26.2
"Male",176,91.1,29.4
"Male",167,79.1,28.4
"Male",174,88.2,29.1
"Male",192,96.2,26.1
"Male",172,85,28.7
"Male",172,79.7,26.9
"Male",169,73.8,25.8
"Male",165,73.9,27.1
"Male",176,81.9,26.4
"Male",173,83.9,28
"Male",171,77.3,26.4
"Male",177,86.3,27.5
"Male",184,94.9,28
"Male",171,82.8,28.3
"Male",178,89.1,28.1
"Male",182,97.9,29.6
"Male",165,76.8,28.2
"Male",153,66.7,28.5
"Male",181,87.3,26.6
"Male",175,92,30
"Male",187,95.9,27.4
"Male",174,82.1,27.1
"Male",189,95.3,26.7
"Male",171,79.2,27.1
"Male",174,85.8,28.3
"Male",177,85.3,27.2
"Male",175,69.6,22.7
"Male",169,81.2,28.4
"Male",175,84.4,27.6
"Male",171,80.8,27.6
"Male",165,74.5,27.4
"Male",181,96.4,29.4
"Male",175,79.2,25.9
"Male",178,89.1,28.1
"Male",188,98.4,27.8
"Male",175,83.3,27.2
"Male",175,88.5,28.9
"Male",173,75.4,25.2
"Male",167,81.2,29.1
"Male",164,71.2,26.5
"Male",179,87.1,27.2
"Male",181,90,27.5
"Male",180,83.1,25.6
"Male",166,71.9,26.1
"Male",177,84.6,27
"Male",178,89.9,28.4
"Male",174,83.8,27.7
"Male",176,75.4,24.3
"Male",179,86,26.8
"Male",176,90.4,29.2
"Male",177,86.9,27.7
"Male",171,82.4,28.2
"Male",164,75.6,28.1
"Male",170,87.1,30.1
"Male",178,90.8,28.7
"Male",169,77.4,27.1
"Male",156,62,25.5
"Male",173,88.1,29.4
"Male",176,99,32
"Male",178,88.8,28
"Male",178,82.4,26
"Male",175,82,26.8
"Male",180,93.2,28.8
"Male",175,83.2,27.2
"Male",174,83.5,27.6
"Male",178,87.1,27.5
"Male",183,87.9,26.2
"Male",182,91,27.5
"Male",174,80.9,26.7
"Male",169,74.3,26
"Male",175,93.9,30.7
"Male",175,84.2,27.5
"Male",184,97,28.7
"Male",166,78.2,28.4
"Male",179,95.6,29.8
"Male",183,95.2,28.4
"Male",180,97.6,30.1
"Male",177,87.1,27.8
"Male",176,90.8,29.3
"Male",184,90.6,26.8
"Male",167,86.9,31.2
"Male",167,76.1,27.3
"Male",179,92.9,29
"Male",166,75.9,27.5
"Male",178,97.1,30.6
"Male",163,66.8,25.1
"Male",170,80.8,28
"Male",188,109.2,30.9
"Male",175,95.8,31.3
"Male",178,89.1,28.1
"Male",171,77.3,26.4
"Male",189,96.9,27.1
"Male",178,81.8,25.8
"Male",175,81.6,26.6
"Male",172,80.9,27.3
"Male",180,91.3,28.2
"Male",179,86.4,27
"Male",176,87,28.1
"Male",180,88.1,27.2
"Male",163,72.4,27.2
"Male",179,91.5,28.6
"Male",177,84.2,26.9
"Male",174,82.7,27.3
"Male",170,80.6,27.9
"Male",170,81.8,28.3
"Male",177,83.4,26.6
"Male",169,71.5,25
"Male",179,93.1,29.1
"Male",163,74.4,28
"Male",165,65.6,24.1
"Male",173,80.7,27
"Male",183,94.2,28.1
"Male",175,83.7,27.3
"Male",180,85.6,26.4
"Male",180,87.7,27.1
"Male",182,94.7,28.6
"Male",167,73.6,26.4
"Male",174,87.8,29
"Male",178,82.7,26.1
"Male",170,75.5,26.1
"Male",184,92.1,27.2
"Male",180,88.3,27.3
"Male",174,77.7,25.7
"Male",182,91.3,27.6
"Male",175,87.2,28.5
"Male",176,88.2,28.5
"Male",178,90.5,28.6
"Male",174,84.4,27.9
"Male",169,82,28.7
"Male",179,96.8,30.2
"Male",184,91.6,27.1
"Male",179,86.1,26.9
"Male",165,71.5,26.3
"Male",173,80.3,26.8
"Male",178,93.9,29.6
"Male",187,94.7,27.1
"Male",162,71.1,27.1
"Male",158,58.6,23.5
"Male",183,91.7,27.4
"Male",189,100.8,28.2
"Male",178,98.4,31.1
"Male",183,91.6,27.4
"Male",173,79.4,26.5
"Male",173,84.4,28.2
"Male",181,85.7,26.2
"Male",185,99.3,29
"Male",177,87.5,27.9
"Male",172,85.4,28.9
"Male",171,81.7,27.9
"Male",161,68.4,26.4
"Male",166,79.3,28.8
"Male",176,87.5,28.2
"Male",175,84.7,27.7
"Male",176,85.3,27.5
"Male",175,78.2,25.5
"Male",171,88.5,30.3
"Male",166,69.1,25.1
"Male",177,79,25.2
"Male",165,71.2,26.2
"Male",175,87.1,28.4
"Male",170,82.6,28.6
"Male",170,76.2,26.4
"Male",171,86.1,29.4
"Male",179,88.1,27.5
"Male",166,79.9,29
"Male",170,72.3,25
"Male",170,78.7,27.2
"Male",183,93.2,27.8
"Male",163,74,27.9
"Male",157,67.1,27.2
"Male",180,91.7,28.3
"Male",170,75.7,26.2
"Male",176,76.4,24.7
"Male",171,85.6,29.3
"Male",182,96.1,29
"Male",183,92.5,27.6
"Male",187,98.2,28.1
"Male",163,73.4,27.6
"Male",180,88.5,27.3
"Male",179,92.3,28.8
"Male",171,77.7,26.6
"Male",176,84.9,27.4
"Male",175,86.1,28.1
"Male",180,90.9,28.1
"Male",169,71.4,25
"Male",172,78.8,26.6
"Male",174,83.2,27.5
"Male",177,87.6,28
"Male",177,85.7,27.4
"Male",169,79.8,27.9
"Male",185,99.4,29
"Male",182,86.2,26
"Male",182,89.8,27.1
"Male",164,74.9,27.8
"Male",177,84.5,27
"Male",178,85.1,26.9
"Male",170,71.4,24.7
"Male",178,84.2,26.6
"Male",166,71.7,26
"Male",164,62.6,23.3
"Male",173,82.3,27.5
"Male",178,80.5,25.4
"Male",174,86.9,28.7
"Male",171,83,28.4
"Male",183,87.6,26.2
"Male",183,82.2,24.5
"Male",174,81,26.8
"Male",174,85,28.1
"Male",172,87.5,29.6
"Male",177,85.9,27.4
"Male",183,88.4,26.4
"Male",181,89.3,27.3
"Male",177,79.6,25.4
"Male",176,89,28.7
"Male",171,84.9,29
"Male",183,90.3,27
"Male",177,93.4,29.8
"Male",172,83.6,28.3
"Male",165,72.2,26.5
"Male",175,82,26.8
"Male",176,87.4,28.2
"Male",160,73.8,28.8
"Male",177,89.6,28.6
"Male",178,88.5,27.9
"Male",165,66.1,24.3
"Male",194,112.2,29.8
"Male",169,75.3,26.4
"Male",174,81.4,26.9
"Male",182,90.6,27.4
"Male",171,90.1,30.8
"Male",178,89,28.1
"Male",185,93.6,27.3
"Male",179,86.3,26.9
"Male",164,74.7,27.8
"Male",174,86,28.4
"Male",171,81.5,27.9
"Male",177,85.7,27.4
"Male",170,81.4,28.2
"Male",176,92.8,30
"Male",179,86.6,27
"Male",159,69.8,27.6
"Male",181,95.3,29.1
"Male",165,76.5,28.1
"Male",177,93.7,29.9
"Male",187,96.1,27.5
"Male",173,80.5,26.9
"Male",181,87.5,26.7
"Male",173,80.8,27
"Male",172,72.2,24.4
"Male",173,77.4,25.9
"Male",185,93.3,27.3
"Male",178,83.1,26.2
"Male",173,85.4,28.5
"Male",175,87.3,28.5
"Male",172,84.4,28.5
"Male",180,83.7,25.8
"Male",187,95.8,27.4
"Male",160,66.1,25.8
"Male",166,73.2,26.6
"Male",185,95.8,28
"Male",175,82.4,26.9
"Male",171,73.7,25.2
"Male",156,63.4,26.1
"Male",186,96.3,27.8
"Male",166,71.5,25.9
"Male",183,100.1,29.9
"Male",180,84.1,26
"Male",172,82.5,27.9
"Male",174,82.9,27.4
"Male",179,95.9,29.9
"Male",179,89.5,27.9
"Male",172,82.8,28
"Male",184,92.3,27.3
"Male",179,87.7,27.4
"Male",180,96.2,29.7
"Male",177,84.5,27
"Male",167,84.5,30.3
"Male",179,78.9,24.6
"Male",177,82,26.2
"Male",173,83.2,27.8
"Male",184,90.3,26.7
"Male",180,89.2,27.5
"Male",199,115.2,29.1
"Male",170,71.2,24.6
"Male",176,89.6,28.9
"Male",172,80,27
"Male",183,92.8,27.7
"Male",172,80.6,27.2
"Male",181,91,27.8
"Male",168,77.2,27.4
"Male",172,84,28.4
"Male",170,77.8,26.9
"Male",177,79.9,25.5
"Male",165,70.9,26
"Male",171,76.4,26.1
"Male",177,92.2,29.4
"Male",186,100.8,29.1
"Male",168,74.2,26.3
"Male",178,81.9,25.8
"Male",182,85.7,25.9
"Male",186,100.1,28.9
"Male",188,103.5,29.3
