"country","cur_name","cur_code","city","urban_class","wage_eur","cap_eur","cap_index","milk_eur"
"USA","US dollar","USD","Boston","Urban",15.26385,4.491933,0.294285714285714,1.06
"USA","US dollar","USD","Tulsa, OK","Suburban",8.7222,4.491933,0.515,1.06
"USA","US dollar","USD","Boca Raton, FL","Suburban",10.46664,4.491933,0.429166666666667,1.06
"UK","Pound Sterling","GBP","Exeter","Rural",16.064097,4.48165025,0.278985507246377,1.69
"UK","Pound Sterling","GBP","Bath","Urban",14.201593,4.48165025,0.315573770491803,1.69
"UK","Pound Sterling","GBP","Halesowen","Urban",14.667219,4.48165025,0.305555555555556,1.69
"UK","Pound Sterling","GBP","Leeds","Urban",14.5508125,4.48165025,0.308,1.69
"UK","Pound Sterling","GBP","Bristol","Urban",14.667219,4.48165025,0.305555555555556,1.69
"UK","Pound Sterling","GBP","London","Urban",14.21323365,4.48165025,0.315315315315315,1.69
"UK","Pound Sterling","GBP","Stratford-upon-Avon","Rural",14.21323365,4.48165025,0.315315315315315,1.69
"UK","Pound Sterling","GBP","","Rural",14.5508125,4.48165025,0.308,1.69
"UK","Pound Sterling","GBP","","Suburban",8.78869075,4.48165025,0.509933774834437,1.69
"UK","Pound Sterling","GBP","London","Urban",19.090666,4.48165025,0.234756097560976,1.69
"UK","Pound Sterling","GBP","Pewsey, Wiltshire","Rural",14.5508125,4.48165025,0.308,1.69
"Poland","Zloty","PLN","Kraków","Urban",8.25066,4.354515,0.527777777777778,1.05
"Poland","Zloty","PLN","Warsaw","Urban",7.654779,4.354515,0.568862275449102,1.05
"Poland","Zloty","PLN","Tychy","Urban",5.4866889,4.354515,0.793650793650794,1.05
"Poland","Zloty","PLN","Wrocław","Urban",6.87555,4.354515,0.633333333333333,1.05
"Poland","Zloty","PLN","Warsaw","Urban",8.021475,4.354515,0.542857142857143,1.05
"Poland","Zloty","PLN","Kraków",NA,7.196409,4.354515,0.605095541401274,1.05
"Poland","Zloty","PLN","Warsaw","Urban",7.6776975,4.354515,0.567164179104478,1.05
"Poland","Zloty","PLN","Gdańsk","Urban",7.563105,4.354515,0.575757575757576,1.05
"USA","US dollar","USD","Fort Worth","Urban",13.95552,4.4832108,0.32125,1.06
"Sweden","Swedish Krona","SEK","Malmö","Urban",14.157976,4.2473928,0.3,1.66
"USA","US dollar","USD","Atlanta","Urban",9.245532,4.4657664,0.483018867924528,1.06
"USA","US dollar","USD","Bonney Lake","Suburban",16.877457,4.4657664,0.264599483204134,1.06
"Israel","New Israeli Sheqel","ILS","Tel Aviv","Urban",14.343885,4.5900432,0.32,2.49
"Israel","New Israeli Sheqel","ILS","Tel Aviv","Urban",17.212662,4.5900432,0.266666666666667,2.49
"Israel","New Israeli Sheqel","ILS","Rishon lezion","Suburban",12.9094965,4.5900432,0.355555555555556,2.49
"China","Hong Kong Dollar","HKD","Hong Kong","Urban",8.3385375,4.44722,0.533333333333333,1.77
"China","Hong Kong Dollar","HKD","Hong Kong","Urban",7.782635,4.44722,0.571428571428571,1.77
"Austria","Euro","EUR","Linz","Urban",12.93,4.4,0.340293890177881,1.74
"Finland","Euro","EUR","Helsinki","Urban",13,4.4,0.338461538461538,1.37
"Germany","Euro","EUR","","Urban",12.5,4.4,0.352,1.35
"Germany","Euro","EUR","Berlin","Urban",17,4.4,0.258823529411765,1.35
"Germany","Euro","EUR","Cologne","Urban",12.41,4.4,0.354552780016116,1.35
"Canada","Canadian Dollar","CAD","Toronto","Urban",11.20725,4.358375,0.388888888888889,2.24
"Canada","Canadian Dollar","CAD","Toronto","Urban",10.584625,4.358375,0.411764705882353,2.24
"USA","US dollar","USD","Traverse City","Suburban",13.0833,4.4395998,0.339333333333333,1.06
"UK","Pound Sterling","GBP","London","Urban",16.29691,4.423447,0.271428571428571,1.69
"UK","Pound Sterling","GBP","Leeds","Urban",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","London","Suburban",19.61449525,4.423447,0.225519287833828,1.69
"UK","Pound Sterling","GBP","","Rural",15.598471,4.423447,0.283582089552239,1.69
"UK","Pound Sterling","GBP","Belfast","Suburban",15.7148775,4.423447,0.281481481481481,1.69
"UK","Pound Sterling","GBP","Taunton, Somerset","Urban",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","London","Urban",16.762536,4.423447,0.263888888888889,1.69
"UK","Pound Sterling","GBP","North Berwick","Suburban",14.5508125,4.423447,0.304,1.69
"UK","Pound Sterling","GBP","London","Urban",15.42386125,4.423447,0.286792452830189,1.69
"UK","Pound Sterling","GBP","York","Suburban",14.3179995,4.423447,0.308943089430894,1.69
"UK","Pound Sterling","GBP","","Suburban",11.64065,4.423447,0.38,1.69
"UK","Pound Sterling","GBP","The Lake District","Rural",14.84182875,4.423447,0.298039215686275,1.69
"UK","Pound Sterling","GBP","Belfast","Urban",19.2070725,4.423447,0.23030303030303,1.69
"UK","Pound Sterling","GBP","London","Urban",14.667219,4.423447,0.301587301587302,1.69
"UK","Pound Sterling","GBP","Oxford","Urban",15.2492515,4.423447,0.290076335877863,1.69
"UK","Pound Sterling","GBP","","Rural",13.96878,4.423447,0.316666666666667,1.69
"UK","Pound Sterling","GBP","London","Urban",16.47151975,4.423447,0.268551236749117,1.69
"UK","Pound Sterling","GBP","","Rural",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","London",NA,16.29691,4.423447,0.271428571428571,1.69
"UK","Pound Sterling","GBP","Edinburgh","Urban",14.5508125,4.423447,0.304,1.69
"UK","Pound Sterling","GBP","Glasgow","Urban",15.365658,4.423447,0.287878787878788,1.69
"UK","Pound Sterling","GBP","Chester","Urban",14.900032,4.423447,0.296875,1.69
"UK","Pound Sterling","GBP","Sutton","Suburban",14.21323365,4.423447,0.311220311220311,1.69
"UK","Pound Sterling","GBP","","Suburban",14.8301881,4.423447,0.298273155416013,1.69
"UK","Pound Sterling","GBP","St.Ives","Rural",14.667219,4.423447,0.301587301587302,1.69
"UK","Pound Sterling","GBP","Salisbury","Urban",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","Birmingham","Suburban",17.16995875,4.423447,0.257627118644068,1.69
"UK","Pound Sterling","GBP","Bangor","Suburban",15.7148775,4.423447,0.281481481481481,1.69
"UK","Pound Sterling","GBP","Edinburgh","Urban",14.44604665,4.423447,0.306204673650282,1.69
"UK","Pound Sterling","GBP","Manchester","Urban",14.37620275,4.423447,0.307692307692308,1.69
"UK","Pound Sterling","GBP","Edinburgh","Urban",14.21323365,4.423447,0.311220311220311,1.69
"UK","Pound Sterling","GBP","Manchester","Urban",14.84182875,4.423447,0.298039215686275,1.69
"UK","Pound Sterling","GBP","","Suburban",14.7836255,4.423447,0.299212598425197,1.69
"UK","Pound Sterling","GBP","Sheffield","Urban",14.44604665,4.423447,0.306204673650282,1.69
"UK","Pound Sterling","GBP","Bristol","Urban",16.68105145,4.423447,0.265177948360084,1.69
"UK","Pound Sterling","GBP","Belfast","Urban",16.7858173,4.423447,0.263522884882108,1.69
"UK","Pound Sterling","GBP","Southampton","Suburban",17.460975,4.423447,0.253333333333333,1.69
"UK","Pound Sterling","GBP","Belfast","Urban",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","Newcastle upon tyne","Urban",14.667219,4.423447,0.301587301587302,1.69
"UK","Pound Sterling","GBP","Manchester","Urban",14.5508125,4.423447,0.304,1.69
"UK","Pound Sterling","GBP","Sunderland","Urban",14.32964015,4.423447,0.308692120227457,1.69
"UK","Pound Sterling","GBP","","Suburban",14.21323365,4.423447,0.311220311220311,1.69
"UK","Pound Sterling","GBP","York","Suburban",14.900032,4.423447,0.296875,1.69
"UK","Pound Sterling","GBP","London","Urban",19.2070725,4.423447,0.23030303030303,1.69
"UK","Pound Sterling","GBP","Brighton","Urban",16.29691,4.423447,0.271428571428571,1.69
"UK","Pound Sterling","GBP","London",NA,19.789105,4.423447,0.223529411764706,1.69
"UK","Pound Sterling","GBP","London","Suburban",14.5508125,4.423447,0.304,1.69
"UK","Pound Sterling","GBP","Huddersfield","Urban",15.63339295,4.423447,0.282948622486969,1.69
"UK","Pound Sterling","GBP","Kinross","Rural",14.5508125,4.423447,0.304,1.69
"UK","Pound Sterling","GBP","Manchester","Suburban",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","London","Urban",17.228162,4.423447,0.256756756756757,1.69
"UK","Pound Sterling","GBP","Birmingham","Urban",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","Newcastle-under-Lyme","Urban",14.84182875,4.423447,0.298039215686275,1.69
"UK","Pound Sterling","GBP","Oxford","Urban",16.29691,4.423447,0.271428571428571,1.69
"UK","Pound Sterling","GBP","Dundee","Urban",15.77308075,4.423447,0.280442804428044,1.69
"UK","Pound Sterling","GBP","Liverpool","Urban",15.4820645,4.423447,0.285714285714286,1.69
"UK","Pound Sterling","GBP","Bristol","Suburban",16.29691,4.423447,0.271428571428571,1.69
"UK","Pound Sterling","GBP","London","Urban",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","London","Urban",18.159414,4.423447,0.243589743589744,1.69
"UK","Pound Sterling","GBP","Manchester","Suburban",14.900032,4.423447,0.296875,1.69
"UK","Pound Sterling","GBP","Glasgow","Urban",14.21323365,4.423447,0.311220311220311,1.69
"UK","Pound Sterling","GBP","Bristol",NA,15.91276855,4.423447,0.27798098024872,1.69
"UK","Pound Sterling","GBP","Leeds","Urban",14.37620275,4.423447,0.307692307692308,1.69
"UK","Pound Sterling","GBP","Colwyn Bay","Suburban",14.4576873,4.423447,0.305958132045089,1.69
"UK","Pound Sterling","GBP","Hitchin","Suburban",14.5508125,4.423447,0.304,1.69
"UK","Pound Sterling","GBP","Wrexham","Urban",14.900032,4.423447,0.296875,1.69
"UK","Pound Sterling","GBP","London","Urban",13.96878,4.423447,0.316666666666667,1.69
"UK","Pound Sterling","GBP","Plymouth","Urban",14.79526615,4.423447,0.29897718332022,1.69
"UK","Pound Sterling","GBP","Cheltenham","Suburban",16.58792625,4.423447,0.266666666666667,1.69
"UK","Pound Sterling","GBP","Glasgow","Urban",14.5508125,4.423447,0.304,1.69
"UK","Pound Sterling","GBP","Bristol","Urban",16.29691,4.423447,0.271428571428571,1.69
"UK","Pound Sterling","GBP","Bristol","Urban",14.21323365,4.423447,0.311220311220311,1.69
"UK","Pound Sterling","GBP","Birmingham","Urban",16.02917505,4.423447,0.27596223674655,1.69
"UK","Pound Sterling","GBP","Bristol","Urban",15.7148775,4.423447,0.281481481481481,1.69
"UK","Pound Sterling","GBP","London","Urban",19.789105,4.423447,0.223529411764706,1.69
"UK","Pound Sterling","GBP","Liverpool","Urban",17.460975,4.423447,0.253333333333333,1.69
"UK","Pound Sterling","GBP","London","Urban",17.460975,4.423447,0.253333333333333,1.69
"UK","Pound Sterling","GBP","Bristol","Urban",14.25979625,4.423447,0.310204081632653,1.69
"UK","Pound Sterling","GBP","Oxford","Urban",15.7148775,4.423447,0.281481481481481,1.69
"UK","Pound Sterling","GBP","London","Urban",14.56245315,4.423447,0.303756994404476,1.69
"UK","Pound Sterling","GBP","Glasgow","Urban",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","Harrogate","Suburban",16.8789425,4.423447,0.262068965517241,1.69
"UK","Pound Sterling","GBP","Glasgow","Urban",13.96878,4.423447,0.316666666666667,1.69
"UK","Pound Sterling","GBP","Newcastle","Urban",14.434406,4.423447,0.306451612903226,1.69
"UK","Pound Sterling","GBP","Leeds","Urban",14.7836255,4.423447,0.299212598425197,1.69
"UK","Pound Sterling","GBP","Derry closest","Rural",15.132845,4.423447,0.292307692307692,1.69
"UK","Pound Sterling","GBP","Oxford","Urban",14.3878434,4.423447,0.307443365695793,1.69
"UK","Pound Sterling","GBP","Cheltenham","Urban",14.21323365,4.423447,0.311220311220311,1.69
"UK","Pound Sterling","GBP","London","Urban",11.4776809,4.423447,0.385395537525355,1.69
"USA","US dollar","USD","St. Petersburg, FL","Urban",13.0833,4.4308776,0.338666666666667,1.06
"Singapore","Singapore Dollar","SGD","","Urban",6.822772,4.4348018,0.65,3.08
"Singapore","Singapore Dollar","SGD","","Urban",12.2809896,4.4348018,0.361111111111111,3.08
"UK","Pound Sterling","GBP","Plymouth","Rural",14.5508125,4.41180635,0.3032,1.69
"UK","Pound Sterling","GBP","","Rural",14.5508125,4.41180635,0.3032,1.69
"USA","US dollar","USD","McKinney Texas","Suburban",12.21108,4.404711,0.360714285714286,1.06
"USA","US dollar","USD","Austin","Urban",9.59442,4.404711,0.459090909090909,1.06
"USA","US dollar","USD","","Rural",10.46664,4.404711,0.420833333333333,1.06
"USA","US dollar","USD","Houston, TX","Suburban",12.429135,4.3959888,0.353684210526316,1.06
"Japan","Yen","JPY","Tokyo","Urban",6.6324,4.4216,0.666666666666667,1.48
"Mexico","Mexican Peso","MXN","Ciudad de México","Urban",2.092689225,4.5658674,2.18181818181818,1.74
"USA","US dollar","USD","Kansas City, Missouri","Urban",19.18884,4.3872666,0.228636363636364,1.06
"USA","US dollar","USD","Ocean city, Maryland","Rural",15.69996,4.3872666,0.279444444444444,1.06
"USA","US dollar","USD","Ypsilanti","Urban",17.4444,4.3872666,0.2515,1.06
"Sweden","Swedish Krona","SEK","Stockholm","Urban",7.742643125,4.15890545,0.537142857142857,1.66
"USA","US dollar","USD","Chicago","Urban",19.62495,4.3785444,0.223111111111111,1.06
"UK","Pound Sterling","GBP","Nottingham","Urban",14.44604665,4.36524375,0.302175664786463,1.69
"UK","Pound Sterling","GBP","Norwich","Urban",14.667219,4.36524375,0.297619047619048,1.69
"UK","Pound Sterling","GBP","Belfast","Urban",14.5508125,4.36524375,0.3,1.69
"UK","Pound Sterling","GBP","Cardiff","Urban",15.132845,4.36524375,0.288461538461538,1.69
"UK","Pound Sterling","GBP","Manchester","Suburban",12.804715,4.36524375,0.340909090909091,1.69
"UK","Pound Sterling","GBP","Brighton and Hove","Urban",18.857853,4.36524375,0.231481481481481,1.69
"UK","Pound Sterling","GBP","London","Urban",17.28636525,4.36524375,0.252525252525253,1.69
"UK","Pound Sterling","GBP","Nottinghamshire","Suburban",14.21323365,4.36524375,0.307125307125307,1.69
"UK","Pound Sterling","GBP","Ross-on-wye","Suburban",14.25979625,4.36524375,0.306122448979592,1.69
"UK","Pound Sterling","GBP","","Rural",14.21323365,4.36524375,0.307125307125307,1.69
"UK","Pound Sterling","GBP","","Rural",15.132845,4.36524375,0.288461538461538,1.69
"UK","Pound Sterling","GBP","","Rural",16.8789425,4.36524375,0.258620689655172,1.69
"UK","Pound Sterling","GBP","Bristol","Urban",14.7836255,4.36524375,0.295275590551181,1.69
"UK","Pound Sterling","GBP","Edinburgh","Urban",16.58792625,4.36524375,0.263157894736842,1.69
"UK","Pound Sterling","GBP","Lancaster","Suburban",14.3179995,4.36524375,0.304878048780488,1.69
"UK","Pound Sterling","GBP","Leeds","Suburban",16.58792625,4.36524375,0.263157894736842,1.69
"UK","Pound Sterling","GBP","Topsham",NA,15.7148775,4.36524375,0.277777777777778,1.69
"UK","Pound Sterling","GBP","Exeter",NA,16.00589375,4.36524375,0.272727272727273,1.69
"UK","Pound Sterling","GBP","Blackpool","Urban",14.900032,4.36524375,0.29296875,1.69
"USA","US dollar","USD","Salt Lake City","Urban",17.4444,4.3611,0.25,1.06
"USA","US dollar","USD","San Francisco","Urban",21.8055,4.3611,0.2,1.06
"USA","US dollar","USD","Santa Barbara, CA","Urban",20.93328,4.3611,0.208333333333333,1.06
"USA","US dollar","USD","Murfreesboro, TN","Suburban",18.31662,4.3611,0.238095238095238,1.06
"USA","US dollar","USD","Olympia, WA","Suburban",21.8055,4.3611,0.2,1.06
"USA","US dollar","USD","Atlanta","Urban",10.46664,4.3611,0.416666666666667,1.06
"USA","US dollar","USD","Savannah","Urban",10.46664,4.3611,0.416666666666667,1.06
"USA","US dollar","USD","Knoxville","Urban",8.7222,4.3611,0.5,1.06
"USA","US dollar","USD","Traverse City","Suburban",12.64719,4.3611,0.344827586206897,1.06
"USA","US dollar","USD","Chico",NA,18.75273,4.3611,0.232558139534884,1.06
"USA","US dollar","USD","Lexington, KY","Urban",7.84998,4.3611,0.555555555555556,1.06
"USA","US dollar","USD","Las Vegas","Urban",18.31662,4.3611,0.238095238095238,1.06
"USA","US dollar","USD","Duluth","Urban",11.33886,4.3611,0.384615384615385,1.06
"USA","US dollar","USD","San Luis Obispo","Rural",15.69996,4.3611,0.277777777777778,1.06
"USA","US dollar","USD","San Francisco","Urban",18.31662,4.3611,0.238095238095238,1.06
"USA","US dollar","USD","Salem MA","Urban",13.51941,4.3611,0.32258064516129,1.06
"USA","US dollar","USD","Santa Barbara, CA","Suburban",14.39163,4.3611,0.303030303030303,1.06
"USA","US dollar","USD","Austin, Texas","Urban",3.48888,4.3611,1.25,1.06
"USA","US dollar","USD","Los Angeles","Urban",19.18884,4.3611,0.227272727272727,1.06
"USA","US dollar","USD","Boise","Urban",13.95552,4.3611,0.3125,1.06
"USA","US dollar","USD","New York City","Urban",15.26385,4.3611,0.285714285714286,1.06
"USA","US dollar","USD","Pittsburgh","Urban",12.21108,4.3611,0.357142857142857,1.06
"USA","US dollar","USD","New York City","Urban",15.69996,4.3611,0.277777777777778,1.06
"USA","US dollar","USD","Lexington","Urban",11.33886,4.3611,0.384615384615385,1.06
"USA","US dollar","USD","Denver","Urban",13.0833,4.3611,0.333333333333333,1.06
"USA","US dollar","USD","Nashville, TN","Urban",17.4444,4.3611,0.25,1.06
"USA","US dollar","USD","Los Angeles","Urban",16.57218,4.3611,0.263157894736842,1.06
"USA","US dollar","USD","Boston","Suburban",17.4444,4.3611,0.25,1.06
"USA","US dollar","USD","Eureka, CA","Urban",15.69996,4.3611,0.277777777777778,1.06
"USA","US dollar","USD","New Orleans","Suburban",9.59442,4.3611,0.454545454545455,1.06
"USA","US dollar","USD","Portland, ME","Urban",20.93328,4.3611,0.208333333333333,1.06
"USA","US dollar","USD","Indianapolis","Urban",15.26385,4.3611,0.285714285714286,1.06
"USA","US dollar","USD","Lancaster","Suburban",17.4444,4.3611,0.25,1.06
"USA","US dollar","USD","Philadelphia, PA","Urban",14.82774,4.3611,0.294117647058824,1.06
"USA","US dollar","USD","Madison, WI","Urban",12.21108,4.3611,0.357142857142857,1.06
"USA","US dollar","USD","San José","Urban",16.13607,4.3611,0.27027027027027,1.06
"USA","US dollar","USD","Huntsville, Alabama","Suburban",11.77497,4.3611,0.37037037037037,1.06
"USA","US dollar","USD","Taylor, TX","Urban",8.7222,4.3611,0.5,1.06
"USA","US dollar","USD","Memphis, TN","Urban",12.21108,4.3611,0.357142857142857,1.06
"USA","US dollar","USD","Fullerton, CA & Orange, CA","Suburban",16.57218,4.3611,0.263157894736842,1.06
"USA","US dollar","USD","Jersey City","Urban",10.90275,4.3611,0.4,1.06
"USA","US dollar","USD","Roanoke","Suburban",13.95552,4.3611,0.3125,1.06
"USA","US dollar","USD","Fayetteville, AR","Suburban",9.59442,4.3611,0.454545454545455,1.06
"USA","US dollar","USD","Dallas, TX","Urban",10.684695,4.3611,0.408163265306122,1.06
"USA","US dollar","USD","Los Angeles","Urban",15.481905,4.3611,0.28169014084507,1.06
"USA","US dollar","USD","Midland, TX","Suburban",13.0833,4.3611,0.333333333333333,1.06
"USA","US dollar","USD","San Francisco","Urban",15.69996,4.3611,0.277777777777778,1.06
"USA","US dollar","USD","San Antonio","Urban",13.0833,4.3611,0.333333333333333,1.06
"USA","US dollar","USD","Phoenix","Urban",13.214133,4.3611,0.33003300330033,1.06
"USA","US dollar","USD","Kansas City","Urban",15.69996,4.3611,0.277777777777778,1.06
"USA","US dollar","USD","Chicago","Suburban",17.4444,4.3611,0.25,1.06
"USA","US dollar","USD","Fontana","Suburban",16.6768464,4.3611,0.261506276150628,1.06
"USA","US dollar","USD","Portland, OR","Urban",13.95552,4.3611,0.3125,1.06
"USA","US dollar","USD","New York City","Urban",21.8055,4.3611,0.2,1.06
"USA","US dollar","USD","Troy, New York",NA,10.90275,4.3611,0.4,1.06
"USA","US dollar","USD","Toledo","Urban",10.90275,4.3611,0.4,1.06
"USA","US dollar","USD","Sioux Falls","Rural",15.69996,4.3611,0.277777777777778,1.06
"USA","US dollar","USD","Minneapolis","Urban",14.3131302,4.3611,0.304692260816575,1.06
"USA","US dollar","USD","Lexington, KY","Urban",11.33886,4.3611,0.384615384615385,1.06
"USA","US dollar","USD","New York City","Urban",28.78326,4.3611,0.151515151515152,1.06
"USA","US dollar","USD","New York City","Urban",14.82774,4.3611,0.294117647058824,1.06
"USA","US dollar","USD","New York City","Urban",16.57218,4.3611,0.263157894736842,1.06
"USA","US dollar","USD","Ogden","Suburban",8.7222,4.3611,0.5,1.06
"USA","US dollar","USD","Selmer","Rural",10.46664,4.3611,0.416666666666667,1.06
"USA","US dollar","USD","Lexington, KY","Suburban",11.993025,4.3611,0.363636363636364,1.06
"USA","US dollar","USD","Tucson","Urban",16.57218,4.3611,0.263157894736842,1.06
"USA","US dollar","USD","Lexington, KY","Suburban",11.77497,4.3611,0.37037037037037,1.06
"USA","US dollar","USD","Ames, Iowa","Urban",14.82774,4.3611,0.294117647058824,1.06
"USA","US dollar","USD","Aurora","Suburban",14.39163,4.3611,0.303030303030303,1.06
"USA","US dollar","USD","Billings, MT","Suburban",13.0833,4.3611,0.333333333333333,1.06
"USA","US dollar","USD","Atlanta, GA","Urban",13.0833,4.3611,0.333333333333333,1.06
"USA","US dollar","USD","Santa Barbara, CA","Urban",17.4444,4.3611,0.25,1.06
"USA","US dollar","USD","Olympia","Suburban",15.26385,4.3611,0.285714285714286,1.06
"USA","US dollar","USD","Cincinnati, Ohio","Urban",14.82774,4.3611,0.294117647058824,1.06
"USA","US dollar","USD","Omaha Nebraska","Urban",13.0833,4.3611,0.333333333333333,1.06
"USA","US dollar","USD","Wallingford, Connecticut","Urban",13.95552,4.3611,0.3125,1.06
"USA","US dollar","USD","Orange County","Suburban",16.57218,4.3611,0.263157894736842,1.06
"USA","US dollar","USD","Miami","Urban",13.95552,4.3611,0.3125,1.06
"USA","US dollar","USD","Boston","Urban",21.8055,4.3611,0.2,1.06
"USA","US dollar","USD","Minneapolis","Urban",18.31662,4.3611,0.238095238095238,1.06
"USA","US dollar","USD","Washington DC","Urban",19.18884,4.3611,0.227272727272727,1.06
"USA","US dollar","USD","Beverly, MA","Suburban",15.26385,4.3611,0.285714285714286,1.06
"USA","US dollar","USD","Madison, WI","Urban",20.06106,4.3611,0.217391304347826,1.06
"USA","US dollar","USD","Austin","Urban",19.18884,4.3611,0.227272727272727,1.06
"USA","US dollar","USD","New York City","Urban",18.31662,4.3611,0.238095238095238,1.06
"USA","US dollar","USD","Madison, WI","Urban",19.62495,4.3611,0.222222222222222,1.06
"USA","US dollar","USD","Boston","Urban",7.84998,4.3611,0.555555555555556,1.06
"USA","US dollar","USD","San José","Suburban",20.06106,4.3611,0.217391304347826,1.06
"USA","US dollar","USD","Portland","Urban",12.21108,4.3611,0.357142857142857,1.06
"USA","US dollar","USD","Houston, TX","Urban",17.4444,4.3611,0.25,1.06
"USA","US dollar","USD","San Diego","Urban",15.481905,4.3611,0.28169014084507,1.06
"USA","US dollar","USD","Billings","Suburban",21.8055,4.3611,0.2,1.06
"USA","US dollar","USD","Olympia","Suburban",17.9328432,4.3611,0.243190661478599,1.06
"USA","US dollar","USD","Columbia","Urban",14.6358516,4.3436556,0.296781883194279,1.06
"Germany","Euro","EUR","Freiburg im Breisgau","Urban",14,4.3,0.307142857142857,1.35
"Germany","Euro","EUR","Freiburg","Urban",14.5,4.3,0.296551724137931,1.35
"Germany","Euro","EUR","Kiel","Urban",21,4.3,0.204761904761905,1.35
"Germany","Euro","EUR","Kiel","Urban",16.5,4.3,0.260606060606061,1.35
"Belgium","Euro","EUR","Tournai","Urban",14,4.3,0.307142857142857,1.33
"Estonia","Euro","EUR","Tallinn","Urban",9.5,4.3,0.452631578947368,1.15
"Germany","Euro","EUR","Frankfurt","Urban",18.75,4.3,0.229333333333333,1.35
"Germany","Euro","EUR","Cologne","Urban",14.8,4.3,0.29054054054054,1.35
"Germany","Euro","EUR","Dresden","Urban",20,4.3,0.215,1.35
"Germany","Euro","EUR","Frankfurt","Urban",14,4.3,0.307142857142857,1.35
"Ireland","Euro","EUR","Dublin","Urban",14.9,4.3,0.288590604026846,1.62
"Ireland","Euro","EUR","Sligo","Urban",14.15,4.3,0.303886925795053,1.62
"Ireland","Euro","EUR","Dublin","Suburban",14.5,4.3,0.296551724137931,1.62
"Netherlands","Euro","EUR","Tilburg","Urban",15.75,4.3,0.273015873015873,1.35
"Turkey","Turkish Lira","TRY","Çanakkale","Suburban",2.590425,3.9303,1.51724137931034,1.05
"USA","US dollar","USD","Fairfax","Suburban",13.95552,4.317489,0.309375,1.06
"USA","US dollar","USD","Columbus","Suburban",10.90275,4.317489,0.396,1.06
"UK","Pound Sterling","GBP","Conwy","Rural",15.7148775,4.3070405,0.274074074074074,1.69
"UK","Pound Sterling","GBP","Sevenoaks","Suburban",14.667219,4.3070405,0.293650793650794,1.69
"UK","Pound Sterling","GBP","Bristol","Urban",15.132845,4.3070405,0.284615384615385,1.69
"UK","Pound Sterling","GBP","Brighton","Urban",14.5508125,4.3070405,0.296,1.69
"UK","Pound Sterling","GBP","Dundee","Urban",14.21323365,4.3070405,0.303030303030303,1.69
"UK","Pound Sterling","GBP","Ambleside","Rural",16.29691,4.3070405,0.264285714285714,1.69
"UK","Pound Sterling","GBP","Manchester","Urban",14.21323365,4.3070405,0.303030303030303,1.69
"UK","Pound Sterling","GBP","Whitley Bay","Urban",14.21323365,4.3070405,0.303030303030303,1.69
"UK","Pound Sterling","GBP","Alsager","Suburban",13.96878,4.3070405,0.308333333333333,1.69
"UK","Pound Sterling","GBP","Watford","Urban",15.7148775,4.3070405,0.274074074074074,1.69
"UK","Pound Sterling","GBP","Bristol","Suburban",14.21323365,4.3070405,0.303030303030303,1.69
"UK","Pound Sterling","GBP","Newcastle","Urban",13.96878,4.3070405,0.308333333333333,1.69
"UK","Pound Sterling","GBP","Sheffield","Suburban",14.49260925,4.3070405,0.29718875502008,1.69
"UK","Pound Sterling","GBP","Aberdeen","Rural",14.25979625,4.3070405,0.302040816326531,1.69
"UK","Pound Sterling","GBP","Bristol","Suburban",15.7148775,4.3070405,0.274074074074074,1.69
"UK","Pound Sterling","GBP","Belfast","Urban",14.667219,4.3070405,0.293650793650794,1.69
"UK","Pound Sterling","GBP","Exeter","Urban",15.42386125,4.3070405,0.279245283018868,1.69
"UK","Pound Sterling","GBP","","Rural",17.460975,4.3070405,0.246666666666667,1.69
"UK","Pound Sterling","GBP","London","Urban",15.9476905,4.3070405,0.27007299270073,1.69
"UK","Pound Sterling","GBP","London","Urban",18.0430075,4.3070405,0.238709677419355,1.69
"UK","Pound Sterling","GBP","Winchester","Urban",14.79526615,4.3070405,0.29110936270653,1.69
"UK","Pound Sterling","GBP","Newcastle Upon Tyne","Urban",14.21323365,4.3070405,0.303030303030303,1.69
"UK","Pound Sterling","GBP","belfast","Urban",15.132845,4.3070405,0.284615384615385,1.69
"UK","Pound Sterling","GBP","","Rural",15.132845,4.3070405,0.284615384615385,1.69
"UK","Pound Sterling","GBP","","Suburban",14.21323365,4.3070405,0.303030303030303,1.69
"UK","Pound Sterling","GBP","Dorking","Suburban",15.132845,4.3070405,0.284615384615385,1.69
"UK","Pound Sterling","GBP","Sheffield","Urban",14.5508125,4.3070405,0.296,1.69
"UK","Pound Sterling","GBP","","Rural",14.3179995,4.3070405,0.300813008130081,1.69
"UK","Pound Sterling","GBP","York","Urban",15.132845,4.3070405,0.284615384615385,1.69
