id,value
287834,994.61
287835,96O.19
287836,1104.99 dollars
287837,986.12
287838,"1,014.60"
287839,9.71310e+02
287840,997.26 USD
287841,1026.81
287842,NA
287843,890.86
287844,874.49
287845,965.98
287846,1077.4
287847,$978.39
287848,"1096,88"
287849,1031.41 USD
287850,1063.59 USD
287851,n/a
287852,+853.02
287853,1065.7
287854,973.14
287855,1 005.92
287856,849.13
287857,966.13
287858,952.04
287859,957.03
287860,948.02
287861,860.53
287862,"1,057.60"
287863,842.5
287864,+910.91
287865,"1148,17"
287866,1012.18
287867,1010.85
287868,1083.18
287869,820.45 dollars
287870,NA
287871,950.56
287872,NA
287873,1011.76
287874,"$1,112.55"
287875,1.16360e+03
287876,1087.28
287877,897.98
287878,"1088,28"
287879,917.06
287880,738.38
287881,+975.23
287882,954.39
287883,902.14
287884,1205.55
287885,n/a
287886,812.31
287887,   1106.16  
287888,"1,092.68"
287889,1.06533e+03
287890,"949,73"
287891,959.97
287892,983.65
287893,1.06427e+03
287894,+749.56
287895,1186.87
287896,1 107.01
287897,"1076,69"
287898,NA
287899,1185.11
287900,1071.17 USD
287901,961.69
287902,NA
287903,922.18 dollars
287904,1011.23
287905,$940.35
287906,"1,136.04"
287907,1O35.29
287908,1 062.40
287909,914.17
287910,1002.8
287911,887.20
287912,1.01422e+03
287913,1 049.70
287914,1026.87
287915,832.06
287916,$971.08
287917,877.28
287918,910.36
287919,8.37700e+02
287920,"966,82"
287921,1 091.27
287922,1.23757e+03
287923,1035.85
287924,877.7
287925,946.44
287926,+1046.37
287927,"1110,58"
287928,"1,039.85"
287929,9.56450e+02
287930,880.04
287931,NA
287932,1022.95
287933,987.4
287934,942.38 USD
287935,"1128,44"
287936,912.22
287937,921.34
287938,1029.36
287939,9.71390e+02
287940,+851.11
287941,  863.79  
287942,  918.52
287943,1016.99 dollars
287944,+876.79
287945,840.77
287946,981.90
287947,996.99 dollars
287948,"910,17"
287949,968.31
287950,976.94
287951,1078.66
287952,NA
287953,N/A
287954,988.51
287955,858.3
287956,1101.09
287957,1076.27
287958,1022.4
287959,1214.26 dollars
287960,885.32
287961,"879,91"
287962,872.94
287963,1088.33 dollars
287964,962.46
287965,1095.41
287966,932.91
287967,+1023.03
287968,980.27
287969,"1085,9"
287970,972.81
287971,1032.06
287972,1120.82
287973,"1,027.23"
287974,959.66
287975,934.33 USD
287976,863.92
287977,1125.37
287978,"952,1"
287979,1048.13
287980,"1080,91"
287981,+941.69
287982,908.6
287983,1096.73
287984,N/A
287985,722.35
287986,"916,1"
287987,1 186.40
287988,932.57
287989,962.92
287990,1112.91 dollars
287991,1.04171e+03
287992,853.94
287993,NA
287994,1026.39
287995,1097.31
287996,1040.96
287997,935.86
287998,879.76
287999,1.13328e+03
288000,783.93
288001,1104.2
288002,1 099.74
288003,1145.93
288004,966.58
288005,1052.49
288006,"$1,066.99"
288007,9O5.17
288008,"1045,91"
288009,911.92
288010,NA
288011,$845.84
288012,N/A
288013,1 088.12
288014,1006.09
288015,1 262.42
288016,974.09
288017,978.21
288018,NA
288019,1.02644e+03
288020,"$1,126.29"
288021,1069.64
288022,994.76
288023,1079.16
288024,852.5
288025,1001.19
288026,931.93
288027,943.36
288028,934.31
288029,N/A
288030,978.83 USD
288031,"1119,09"
288032,852.35
288033,NA
288034,983.15
288035,834.68
288036,1043.18
288037,1.22982e+03
288038,1O23.38
288039,951.28
288040,n/a
288041,NA
288042,1052.72
288043,1009.87
288044,+838.41
288045,1042.73
288046,1064.65
288047,842.63
288048,1266.28
288049,1 020.24
288050,870.37
288051,n/a
288052,"1,054.08"
288053,879.33
288054,1020.96
288055,"1,059.69"
288056,972.92
288057,990.19 USD
288058,1079.54
288059,1148.48
288060,1017.25
288061,830.75
288062,969.82
288063,1009.65
288064,1008.18
288065,"946,36"
288066,968.33
288067,1.02748e+03
288068,917.02
288069,"1,179.59"
288070,1.01294e+03
288071,772.14
288072,954.9
288073,"$1,044.08"
288074,1 020.49
288075,982.1
288076,1073.52
288077,"926,2"
288078,920.64
288079,1O80.58
288080,+921
288081,940.25
288082,1125.16 dollars
288083,1015.34
288084,777.52
288085,1052.12
288086,1 019.64
288087,941.45
288088,1O35.81
288089,"$1,075.75"
288090,986.69
288091,"$1,121.43"
288092,975.18
288093,"1,166.53"
288094,1023.45
288095,1063.37 dollars
288096,880.72
288097,1092.68 USD
288098,"$1,070.54"
288099,880.29
288100,NA
288101,849.33
288102,"1,174.06"
288103,941.64
288104,973.2
288105,1 011.92
288106,1055.16
288107,1186.9
288108,1050.16
288109,1.15394e+03
288110,1.12790e+03
288111,1 112.84
288112,"968,83"
288113,871.34
288114,"948,71"
288115,n/a
288116,1065.18
288117,"1104,22"
288118,1060.51
288119,$993.32
288120,n/a
288121,1 110.27
288122,"754,14"
288123,NA
288124,9.69690e+02
288125,"918,78"
288126, 1023.85  
288127,1083.73
288128,906.04
288129,n/a
288130,9.56890e+02
288131,1037.57
288132,1054.11
288133,"1,060.95"
288134,+1073.36
288135,$850.17
288136,914.55
288137,1081.66
288138,883.28 dollars
288139,1199.85
288140,"989,57"
288141,922.36
288142,1 049.44
288143,1O70.96
288144,1056.87
288145,922.09
288146,n/a
288147,  956.39  
288148,816.97
288149,"1005,42"
288150,835.9
288151,991.42
288152,+1038.32
288153,979.97
288154,967.58
288155,1007.89
288156,956.47
288157,+855.71
288158,$944.11
288159,967.69
288160,885.92
288161,785.06
288162,"1,004.46"
288163,  902.86 
288164,1085.04
288165,n/a
288166,1163.76
288167,1058.77
288168,1 051.12
288169,1143.06
288170,899.61
288171,872.93
288172,1025.68
288173,928.15
288174,902.37
288175,n/a
288176,974.65
288177,  975.08
288178,1080.21
288179,971.06
288180,1144.48
288181,964.75
288182,976.89 USD
288183,NA
288184,896.96
288185,975.64
288186,1049.78
288187,"1045,86"
288188,1020.11
288189,1145.8
288190,894.65
288191,1120.85
288192,967.09
288193,1170.07
288194,+1082.01
288195,963.89
288196,$970.55
288197,n/a
288198,1087.17
288199,$979.02
288200,"980,66"
288201,845.04
288202,928.99
288203,961.77
288204,"$1,050.48"
288205,"1,021.74"
288206,1.05896e+03
288207,"1164,01"
288208,749.46
288209,1017.85
288210,"1,155.08"
288211,"1162,77"
288212,943.18
288213,800.83
288214,1 059.73
288215,$916.82
288216,"1059,61"
288217,882.34
288218,   1079.98  
288219,   1074.54
288220,944.86
288221,$837.84
288222,974.62
288223,  1029.5 
288224,NA
288225,N/A
288226, 841.39 
288227,n/a
288228,1082.87
288229,1193.13
288230,832.74
288231,1 066.52
288232,"$1,023.44"
288233,n/a
288234,"949,38"
288235,"1011,24"
288236,"1132,63"
288237,1019.29
288238,n/a
288239,+1015.76
288240,877.84
288241,918.19
288242,   1024.48  
288243,1013.68
288244,1108.66
288245,"968,32"
288246,"956,9"
288247,N/A
288248,1177.45
288249,1231.31
288250,9.16780e+02
288251,1066.92
288252,NA
288253,+856.13
288254,+1018.72
288255,1 012.25
288256,  902.51
288257,1103.95
288258,"1,143.10"
288259,963.29
288260,927.43
288261,N/A
288262,1100.3
288263,971.92
288264,N/A
288265,"$1,026.82"
288266,1 050.66
288267,959.52
288268,1053.25 dollars
288269,988.69
288270,936.78
288271,NA
288272,925.17
288273,807.14
288274,$937.52
288275,877.9
288276,"931,55"
288277,"1,136.87"
288278,865.28
288279,874.86
288280,814.65 dollars
288281,967.28
288282,NA
288283,1090.14
288284,n/a
288285,9.40340e+02
288286,$998.27
288287,927.03
288288,1 056.22
288289,945.83 dollars
288290,1091.56
288291,N/A
288292,979.93
288293,845.82
288294,990.74
288295,"$1,016.27"
288296,1012.87
288297,+946.4
288298,1070.27
288299,1060.19
288300,"1024,23"
288301,1181.26 dollars
288302,1115.78
288303,+1063.23
288304,1098.99
288305,"1015,11"
288306,+1066.9
288307,918.16
288308,"$1,121.35"
288309,1072.98
288310,897.12
288311,902.35
288312,913.03
288313,938.08
288314,1054.13
288315,949.33
288316,963.77 dollars
288317,"960,54"
288318,1061.97
288319,978.74
288320,820.05
288321,963.19
288322,1102.65
288323,858.98
288324,"911,65"
288325,1.00125e+03
288326,+855.72
288327,1150.49
288328,1117.99
288329,1169.25
288330,1127.09
288331,790.76
288332,"1059,27"
288333,"955,43"
288334,937.95
288335,1113.41
288336,777.37
288337,+1064.26
288338,"907,5"
288339,962.79
288340,804.64
288341,975.57
288342,985.13
288343,883.04
288344,"1,013.48"
288345,N/A
288346,1131.47
288347,865.43
288348,942.71
288349,961.56
288350,990.63
288351,1044.94
288352,971.85
288353,923.66
288354,1089.85
288355,1041.5
288356,1034.68
288357,917.84
288358,N/A
288359,+1167.88
288360,1030.85 dollars
288361,933.25
288362,957.18
288363,1087.29
288364,1043.07
288365,"1,001.61"
288366,n/a
288367,1090.23
288368,859
288369,928.93
288370,1044.63
288371,1077.15
288372,922.68 USD
288373,1071.24 USD
288374,1041
288375,"1,146.90"
288376,8.37410e+02
288377,1 143.02
288378,991.37
288379,"1046,1"
288380,1014.09
288381,+1011.26
288382,904.97
288383,935.15
288384,1163.72 dollars
288385,905.37 USD
288386,1007.52
288387,958.35
288388,868.76
288389,"$1,037.13"
288390,1062.89
288391,1110.11
288392,"1,098.31"
288393,$821.90
288394,NA
288395,1043.87
288396,1.05995e+03
288397,N/A
288398,"$1,128.91"
288399,"1086,33"
288400,914.31
288401,"991,58"
288402,910.68
288403, 881.33 
288404,"1,005.52"
288405,1074.8
288406,"$1,056.26"
288407,"1,093.98"
288408,1052.68
288409,978.64
288410,  929.49
288411,"1017,21"
288412,$945.84
288413,988.56
288414,1139.88
288415,1 148.52
288416,n/a
288417,1046.85
288418,1102.77
288419,NA
288420,"1000,05"
288421,1071.75
288422,950.62
288423,1297.04
288424,1058.71
288425,1137.31
288426,750.95
288427,1031.63
288428,   925.95
288429,7.97560e+02
288430,962.74
288431,827.86
288432,937.17 USD
288433,n/a
288434,1038.01 dollars
288435,910.81
288436,n/a
288437,"1,174.33"
288438,+867.49
288439,1129.98
288440,$985.41
288441,1151.74 dollars
288442,1049.85
288443,955.06
288444,"1,045.53"
288445,9.47620e+02
288446,945.85
288447,971.36
288448,963.28
288449,772.50
288450,1047.55
288451,"989,09"
288452,n/a
288453,n/a
288454,924.16
288455,964.08 dollars
288456,1 135.84
288457,902.05 USD
288458,$989.76
288459,1103.92
288460,1011.05
288461,826.84
288462,"1071,18"
288463,1056.74
288464,984.84 dollars
288465,866.06
288466,1049.37
288467,1189.47
288468,982.85
288469,1125.24
288470,772
288471,"887,96"
288472,1029.39
288473,1156.88
288474,987.24
288475,935.36
288476,909.72
288477,911.77
288478,963.71
288479,845.53
288480,8.59510e+02
288481,875.59
288482,"1030,66"
288483,918.17
288484,1225.16
288485,8.16440e+02
288486,766.99
288487,983.02
288488,"780,58"
288489,"1004,49"
288490,1126.67
288491,999.74
288492,N/A
288493,1159.08
288494,1 034.99
288495,n/a
288496,"1007,72"
288497,983.09
288498,1022.64
288499,1066.13
288500,864.89
288501,n/a
288502,1007.96
288503,1128.38
288504,853.2
288505,879.24
288506,1008.21
288507,1009.06
288508,977.3
288509,N/A
288510,960.59
288511,1057.06
288512,1089.88
288513,1 057.22
288514,n/a
288515,+952.03
288516,926.71
288517,1068.58
288518,9O1.29
288519,N/A
288520,"1045,34"
288521,N/A
288522,N/A
288523,n/a
288524,972.19
288525,768.9
288526,1 024.79
288527,NA
288528,934.3
288529,946.95
288530,915.95
288531,992.31
288532,942.82
288533,1000.11
288534,1087.32
288535,"978,2"
288536,"946,27"
288537,1030 USD
288538,$991.69
288539,871.89
288540,878.60
288541,988.99
288542,1040.53
288543,976.7 USD
288544,966.39
288545,769.83 dollars
288546,1122.18
288547,N/A
288548,1047.32 USD
288549,1014.81
288550,"916,14"
288551,1039.48
288552,889.39
288553,"961,16"
288554,821.97
288555,1059.34
288556,"1,085.58"
288557,+942.79
288558,n/a
288559,  964.34  
288560,834.29
288561,+1004.84
288562,816.81
288563,922.6
288564,1043.6
288565,1.17771e+03
288566,1054.67
288567,1 098.35
288568,945.66
288569,$967.31
288570,1107.34 USD
288571,950.45
288572,863.66
288573,1O11.6
288574,1069.74
288575,1230.55
288576,1033.09 USD
288577,973.67
288578,$918.47
288579,749.56
288580,"1,197.51"
288581,851.31
288582,+1012.15
288583,906.96
288584,1080.64
288585,1007.04
288586,1013.31
288587,"1,151.60"
288588,9O7.12
288589,  1035.59  
288590,9.76680e+02
288591,718.9
288592,995.07
288593,833.27
288594,855.01
288595,1052.9
288596,"1,110.98"
288597,1080.92
288598,NA
288599,837.14
288600,1126.12
288601,913.64
288602,874.97
288603,906.16
288604,  965.5 
288605,800.71 dollars
288606,1104.28
288607,"971,72"
288608,n/a
288609,1094.35 dollars
288610,NA
288611,997.46
288612,1063.4
288613,1 013.45
288614,n/a
288615,1115.82 USD
288616,$853.12
288617,909.39
288618,998.35
288619,1033.99
288620,1166.83
288621,1057.55
288622,994.07
288623,"1,000.33"
288624,991.97
288625,1013.4
288626,1013.14
288627,"1,067.35"
288628,955.43
288629,821.11
288630,1 067.40
288631,"880,14"
288632,1127.09
288633,895.76
288634,1016.28
288635,967.32
288636,1034.75
288637,827.37
288638,907.38
288639,N/A
288640,1093.16
288641,998.3
288642,1096.71 USD
288643,1111.32
288644,$995.12
288645,938.4
288646,"961,61"
288647,896.97
288648,979.72
288649,+1028.75
288650,97O.5
288651,NA
288652,1.03546e+03
288653,950.45
288654,1179.39
288655,841.09
288656,995.11
288657,"1,021.14"
288658,"1118,57"
288659,N/A
288660,918.26 dollars
288661,913.27
288662,"896,65"
288663,963.07
288664,$977.92
288665,   951.96  
288666,1034.92
288667,1114.98
288668,"1041,17"
288669,759.81
288670,949.47
288671,1 062.52
288672,1016.5
288673,835.43
288674,"1,126.80"
288675,895.86
288676,+916.62
288677,937.39
288678,n/a
288679,"1,102.54"
288680,977.63
288681,871.05
288682,952.62
288683,1010.44
288684,1002.56
288685,774.87
288686,1081.06
288687,1.05702e+03
288688,978.93
288689,+958.21
288690,1163.06
288691,1029.89
288692,903.52
288693,939.56
288694,   1067.35
288695,"962,02"
288696,1142.43 dollars
288697,962.64
288698,8O5.76
288699,1127.62
288700,964.85
288701,+1014.41
288702,NA
288703,NA
288704,902.27
288705,$929.80
288706,878.57
288707,1314.89
288708,"878,61"
288709,1 220.07
288710,8.15770e+02
288711,1078.13 dollars
288712,977.47
288713,"988,1"
288714,"1147,41"
288715,1012.71
288716,1050.84
288717,1 090.47
288718,+1068.06
288719,1 118.30
288720,903.62
288721,1147.31
288722,1052.33
288723,1113.74
288724,1033.15
288725,1051.6
288726,1077.42
288727,NA
288728,1032.58
288729,+833.43
288730,"1,130.98"
288731,1033.58
288732,974.37
288733,1019.88
288734,   1058.86 
288735,817.49
288736,836.06
288737,1080.05
288738,$983.24
288739,+1061.44
288740,$946.66
288741,$803.56
288742,735.34
288743,1037.4
288744,960.43
288745, 896.27 
288746,869.27
288747,+875.88
288748,970.56
288749,1091.06
288750,1002.34
288751,1039.73
288752,1004.42
288753,946.84
288754,851.68
288755,"$1,144.98"
288756,989.75
288757,838.97
288758,853.6
288759,9.63060e+02
288760,N/A
288761,977.94
288762,$818.72
288763,$977.99
288764,1017.49
288765,"1,193.84"
288766,1146.86
288767,n/a
288768,887.72
288769,912.62
288770,1008.48
288771,957.91
288772,N/A
288773,1067.88
288774,1.12312e+03
288775,1 226.79
288776,1083.59
288777,875.36
288778,1014.08
288779,971.76
288780,1 086.94
288781,1052.37
288782,1.02522e+03
288783,+922.25
288784,"977,1"
288785,1061.93
288786,1.04416e+03
288787,972.74
288788,1028.71
288789,"1,023.08"
288790,"1,046.35"
288791,903.50
288792,N/A
288793,9.23720e+02
288794,900.65
288795,  892.7 
288796,1216.81
288797,9.90250e+02
288798,8.73440e+02
288799,1046.78
288800,975.26
288801,1061.64
288802,N/A
288803,NA
288804,1 170.69
288805,NA
288806,"820,41"
288807,999.05
288808,+1096.98
288809,997.91
288810,1090.68 dollars
288811,1010.61
288812,1O16.13
288813,   953.74 
288814,1157.58
288815,1086.97
288816,814.79
288817,"1147,06"
288818,n/a
288819,+956.52
288820,1037.37
288821,1103.57
288822,+1089.45
288823,912.72
288824,826.38
288825,1.06508e+03
288826,1138.1
288827,"980,41"
288828,1195.99
288829,n/a
288830,943.48
288831,+1087.56
288832,1014.45
288833,875.97 dollars
288834,788.08
288835,987.04
288836,1079.62
288837,938.15
288838,953.35
288839,N/A
288840,1032.18
288841,+1015.41
288842,924.75
288843,1017.9
288844,n/a
288845,960.89
288846,965.68
288847,1065.83 dollars
288848,842.74
288849,1O97.1
288850,NA
288851,"$1,121.27"
288852,971.78
288853,  953.16 
288854,799.56
288855,1039.13
288856,$983.68
288857,1008.32
288858,961.66
288859,926.64
288860,+996.54
288861,1114.05
288862,1052.85
288863,1011.28
288864,993.6
288865,NA
288866,997.51
288867,1004.08 USD
288868,929.9
288869,"1041,7"
288870,   845.96 
288871,857.58
288872,953.35
288873,1063.72 dollars
288874,+995.28
288875,1087.57
288876,947.73
288877,1024.67
288878,1O82.06
288879,1029.81
288880,963.11
288881,982.71
288882,927.17
288883,1203.24
288884,"$1,000.89"
288885,1074.03
288886,919.43
288887,980.26
288888,"1019,21"
288889,N/A
288890,951.3
288891,n/a
288892,1 076.78
288893,1 082.92
288894,970.96
288895, 961.36 
288896,n/a
288897,"1019,21"
288898,1106.5 dollars
288899,1 066.42
288900,+1096.09
288901,944.89
288902,1039.01
288903,NA
288904,1 049.92
288905,845.28
288906,1062.02
288907,950.39 dollars
288908,1038.66
288909,953.64
288910,N/A
288911,896.97
288912,986.72
288913,"1203,63"
288914,1033.57
288915,955.8
288916,+1067.38
288917,"1083,32"
288918,$864.68
288919,1123.63
288920,993.52
288921,891.36
288922,NA
288923,843.55
288924,1O70.08
288925,"1,106.68"
288926,1018.68
288927,1064.38
288928,961.39
288929,1047.57
288930,1128.34
288931,1.07141e+03
288932,1163.6
288933,1062.84
288934,787.62
288935,989.86
288936,1020.48 USD
288937,1047.28
288938,880.29
288939,897.9
288940,+991.41
288941,1054.48
288942,n/a
288943,965.4
288944,892.19
288945,"998,71"
288946,1.01793e+03
288947,1012.97
288948,"934,26"
288949,887.94
288950,968.49
288951,"1035,91"
288952,"974,42"
288953,"$1,005.90"
288954,999.46 USD
288955,"$1,168.80"
288956,n/a
288957,$982.24
288958,+1001.39
288959,844.99
288960,894.31
288961,1123.14
288962,1142.66
288963,985.76
288964,1 150.58
288965,"1,066.70"
288966,885.62
288967,1 164.90
288968,"$1,115.90"
288969,873.06
288970,911.15
288971,897.4
288972,904.77
288973,1 018.70
288974,1072.42
288975,N/A
288976,1 076.86
288977,1104.64
288978,987.08
288979,1.26605e+03
288980,878.96
288981,1042.56
288982,873.78
288983,"864,71"
288984,1077.39
288985,$947.53
288986,1174.04 dollars
288987, 880.26 
288988,1148.1
288989,1158.51
288990,9.31740e+02
288991,1028.11
288992,1.04586e+03
288993,892.16
288994,1112.44
288995,1.09724e+03
288996,953.5
288997,1025.2
288998,"$1,129.15"
288999,"1079,56"
289000,1124.13
289001, 922.2
289002,n/a
289003,887.75 dollars
289004,1113.76
289005,969.63
289006,1188.78
289007,NA
289008,NA
289009,8.40690e+02
289010,916.48
289011,954.59
289012,9.87280e+02
289013,+989.21
289014,"1,124.11"
289015,995.16
289016,NA
289017,967.02
289018,937.97
289019,1152.75
289020,919.44
289021,993.09
289022,1060.91
289023,1221.98
289024,+1085.74
289025,1 002.16
289026,1036.95
289027,1019.32
289028,  1100.3  
289029,1 060.12
289030,"1095,43"
289031,+763.6
289032,"1085,75"
289033,1 049.75
289034,1080.03
289035,1039.14
289036,  960.72
289037,1 047.50
289038,921.35
289039,915.14
289040,$951.88
289041,961.06
289042,1025.21
289043,1015.48
289044,991.4
289045,1068.08
289046,1165.15
289047,1034.04
289048,1 231.39
289049,822.03
289050,1085.21
289051,N/A
289052,988.57
289053,1030.68 dollars
289054,770.33
289055,9.46350e+02
289056,"$1,138.28"
289057,814.02
289058,931.49 USD
289059,9O4.59
289060,N/A
289061,1139.59
289062,1108.3
289063,1044.12 USD
289064,1026.04
289065,1084.31 USD
289066,+985.26
289067,$945.26
289068,1 031.01
289069,999.94 USD
289070,N/A
289071,848.27
289072,"$1,186.08"
289073,913.77
289074,1030.3
289075,1 009.67
289076,  1012.3 
289077,"1043,31"
289078,9.82140e+02
289079,N/A
289080,"944,8"
289081,+897.06
289082,875.44
289083,"$1,133.04"
289084,927.31 dollars
289085,1 036.75
289086,1057.25
289087,   1037.52  
289088,"$1,095.71"
289089,1098.1
289090,882.6
289091,1074.68 dollars
289092,1033.35
289093,"1177,97"
289094,n/a
289095,n/a
289096,975.54
289097,n/a
289098,906.95
289099,997.43
289100,+1051.58
289101,964.02
289102,1019.24
289103,+838.8
289104,1032.92
289105,n/a
289106,1054.26
289107,$901.16
289108,1120.4
289109,933.32
289110,+1133.88
289111,"915,25"
289112,1051.51
289113,"915,34"
289114,935.71
289115,1043.68
289116,n/a
289117,1006.84 USD
289118,"$1,071.56"
289119,855.37
289120,  1000.02 
289121,982.1
289122,n/a
289123,921.49
289124,NA
289125, 945.28  
289126,$998.89
289127,991.7 USD
289128,881.03
289129,1 189.13
289130,990.09
289131,864.41
289132,842.92
289133,NA
289134,"1,087.68"
289135,800.51
289136,n/a
289137,8.58850e+02
289138,1063.15
289139,1229.39
289140,+997.61
289141,988.56
289142,1087.24
289143,846.98
289144,938.43
289145,1079.53
289146,"1070,58"
289147,+1080.76
289148,855.81 USD
289149,"1,047.38"
289150,1015.53
289151,  1093.31 
289152,1.03087e+03
289153,1029.63
289154,9.35410e+02
289155,1077.3
289156,+985.87
289157,1156.47
289158,1109.11
289159,"1,058.50"
289160,932.88
289161,850.4
289162,943.80
289163,1 003.47
289164,"1,165.70"
289165,   1114.33  
289166,+1069.53
289167,"1201,57"
289168,"1028,78"
289169,1014.56
289170,793.41
289171,1021.85
289172,757.70
289173,1026.62
289174,NA
289175,902.25
289176,1113.69
289177,N/A
289178, 1085.68  
289179,1069.31
289180,1220.34
289181,+1065.13
289182,1000.53
289183,963.21
289184,845.72
289185,1084.19
289186,975.53
289187,NA
289188,1235.04
289189,827.29
289190,  1023.38 
289191,922.25
289192,+995.89
289193,+1018.05
289194,"794,05"
289195,"$1,022.80"
289196,809.95
289197,8.99680e+02
289198,1054.99
289199,N/A
289200,968.08
289201,985.14
289202,883.29 dollars
289203,+1009.34
289204,964.48
289205,964.39
289206,995.42 USD
289207,1149.37
289208,952.19
289209,$839.24
289210,1038.5
289211,1 079.56
289212,NA
289213,1081.54
289214,911.85
289215,+990.7
289216,   926.24
289217,894.07
289218,1060.74
289219,1074.44
289220,"$1,084.45"
289221,932.87
289222,1082.82 USD
289223,1 236.20
289224,n/a
289225,1 054.57
289226,1034.2
289227,974.58
289228,9.58310e+02
289229,908.09 dollars
289230,1155.5
289231,+805.17
289232,1096.52
289233,1172.62 dollars
289234,772.65
289235,"1,088.95"
289236,1172.44
289237,1117.27
289238,N/A
289239,936.82
289240,984.07
289241,1215.77
289242,1 076.86
289243,924.28
289244,N/A
289245,N/A
289246,917.94
289247,1117.48
289248,787.O7
289249,"1,193.65"
289250,985.46
289251,900.04
289252,1038.44
289253,"1,170.47"
289254,1018.66
289255,"903,51"
289256,"996,77"
289257,$977.58
289258,879.64
289259,933.17
289260,+969.99
289261,981.6 dollars
289262,9.99590e+02
289263,884.03 dollars
289264,   1033.51
289265,"1,013.26"
289266,$833.60
289267,NA
289268,8O6.38
289269,1030.44
289270,+1007.09
289271,"1,129.02"
289272,N/A
289273,9.77700e+02
289274,NA
289275,983.8
289276,"1,052.97"
289277,1064.94 USD
289278,1023.46
289279,922.24
289280,1039.48
289281,893.11
289282,971.52
289283,"1084,93"
289284,1136.87
289285,928.93 dollars
289286,1053.43 dollars
289287,951.8
289288, 1075.44  
289289,941.56
289290,1O26.9
289291,945.81
289292,848.37
289293,n/a
289294,1080.4
289295,1138.65
289296, 1034.63
289297,972.39
289298,1014.99
289299,N/A
289300,896.44
289301,884.38
289302,1184.35
289303,968.32 dollars
289304,1010.67
289305,1004.29
289306,+1075.92
289307,979.25
289308,   887.51  
289309,"$1,044.30"
289310,852.75
289311,NA
289312,878.33
289313,1022.81
289314,1064.62
289315,NA
289316,1043.71
289317,969.6
289318,n/a
289319,967.82
289320,879.23
289321,935.07
289322,1 030.36
289323,1.11308e+03
289324,1 052.96
289325, 1093.31 
289326,+895.41
289327,"1,051.77"
289328,768.33
289329,1 087.38
289330,"1188,54"
289331,"863,14"
289332,1.03892e+03
289333,   1068.78
289334,+1037.78
289335,1071.99
289336,   973.95  
289337,"$1,090.20"
289338, 935.05
289339,886.71
289340,"1,108.42"
289341,"886,37"
289342,"1013,03"
289343,"$1,107.97"
289344,931.75
289345,"796,42"
289346,1057.97
289347,1 066.13
289348,992.03
289349,944.16
289350,1058.87
289351,"1056,8"
289352,852.22
289353,1032.36
289354,891.51
289355,1038.05
289356,931.51 dollars
289357,881.88
289358,"988,61"
289359,1027.07
289360,"1,021.28"
289361,"1187,35"
289362,1045.87
289363,1060.9
289364,1036.63
289365,+861.61
289366,970.29
289367,NA
289368,1059.5
289369,912.08
289370,1200.04
289371,922.2
289372,1 120.57
289373,1 023.24
289374,927.4
289375,865.39
289376,1.09522e+03
289377,9.41060e+02
289378,1208.06
289379,944.78
289380,"1,105.93"
289381,+1086.42
289382,950.6
289383,899.05
289384,984.67
289385,   967.51 
289386,+855.2
289387,+765.13
289388,867.02
289389,1003.17
289390,n/a
289391,1O58.69
289392,991.08 USD
289393,1060.62
289394,+1006.72
289395,1019.7
289396,1138.14
289397,1155.44
289398,NA
289399,1.08380e+03
289400,"1185,7"
289401,+766.35
289402,842.42
289403,1065.53
289404,948.29
289405,826.32 dollars
289406,1085.36
289407,803.76
289408,903.23
289409,"892,38"
289410,1036.82 dollars
289411,   1087.38 
289412,936.35
289413,+949.2
289414,+1164.67
289415,967.59
289416,"913,14"
289417,980.32
289418,923.09
289419,"1047,73"
289420,990.98
289421,+981.97
289422,773.66
289423,982.86
289424,+877.01
289425,$999.18
289426,1 043.56
289427,"830,44"
289428,N/A
289429,NA
289430,1022.37
289431,1026.72
289432,829.80
289433,N/A
289434,970.99
289435,1101.9
289436,1004.32
289437,933.84
289438,1080.74
289439,NA
289440,1039.04
289441,906.89
289442,999.5
289443,   1004.97  
289444,1019.35
289445,1029.19
289446,973.48
289447,$874.14
289448,+873.03
289449,1 118.33
289450,"959,01"
289451,n/a
289452,1006.45
289453,973.02
289454,1209.42
289455,967.95
289456,"1091,73"
289457,871.58
289458,933.06
289459,+1032.32
289460,1 009.86
289461,893.95
289462,1074.41
289463,815.37
289464,1165.85
289465,1099.22
289466,1020.46
289467,1012.61
289468,857.18
289469,846.4
289470,1 043.58
289471,   1150.52
289472,"1,020.13"
289473, 834.29 
289474,1000.85
289475,1015.41
289476,1036.69
289477,"1,113.21"
289478,1122.83
289479,1052.93
289480,990.55
289481,  1088.61
289482,1013.27
289483,"1,143.86"
289484,1.05499e+03
289485,1092.81
289486,1040.58
289487,1029.07
289488,NA
289489,891.26
289490,8.78940e+02
289491,1020.23
289492,9.32040e+02
289493,987.32
289494,  1123.81 
289495,1060.95
289496,818.63
289497,942.63
289498,1210.38
289499,1016.48
289500,1147.74
289501,902.61
289502,1067.3
289503,1043.28
289504,959.6
289505,1.22794e+03
289506,1 043.36
289507,1 017.14
289508,1076.25
289509,1.15568e+03
289510,942.58
289511,914.71
289512,973.50
289513,1015.53
289514,713.91
289515,1.04992e+03
289516,981.53
289517,1 145.88
289518,777.02 USD
289519,1013.37
289520,"1,075.72"
289521,919.92 USD
289522,982.28
289523,966.53
289524,1002.63
289525, 1162.52  
289526,984.69
289527,931.6
